,Unnamed: 0,userid,number_of_logins,number_of_assignments,question_gradedright,question_complete,question_todo,question_gradedwrong,question_attempts,number_of_quizs,quiz_max_attempt,quiz_min_attempt,quiz_mean_attempt
6989,6989,8211,156,7,5,10,10,5,30,1,1,1,1
6991,6991,8213,47,4,5,10,10,5,30,1,1,1,1
6992,6992,8214,156,9,7,10,10,3,30,1,1,1,1
6993,6993,8215,41,8,8,10,10,2,30,1,1,1,1
6994,6994,8216,49,9,7,10,10,3,30,1,1,1,1
6995,6995,8217,46,10,6,10,10,4,30,1,1,1,1
6996,6996,8218,40,2,48,54,51,2,156,3,1,1,1
6997,6997,8219,56,2,50,51,51,0,153,3,1,1,1
6998,6998,8220,60,7,6,10,10,4,30,1,1,1,1
6999,6999,8221,93,4,46,56,51,4,158,3,1,1,1
7000,7000,8222,46,2,50,52,51,0,154,3,1,1,1
7001,7001,8223,40,2,48,52,51,2,154,3,1,1,1
7005,7005,8227,59,8,7,10,10,3,30,1,1,1,1
7007,7007,8229,79,2,54,60,60,5,180,4,1,1,1
7008,7008,8230,80,4,47,57,51,3,159,3,1,1,1
7010,7010,8232,90,8,9,12,10,1,32,1,1,1,1
7011,7011,8233,30,2,49,58,51,1,160,3,1,1,1
7012,7012,8234,69,2,51,61,60,8,181,4,1,1,1
7014,7014,8236,72,2,49,53,51,1,155,3,1,1,1
7015,7015,8237,93,4,46,51,51,4,153,3,1,1,1
7016,7016,8238,64,7,5,10,10,5,30,1,1,1,1
7020,7020,8242,63,16,9,11,10,1,31,1,1,1,1
7021,7021,8243,66,19,4,10,10,6,30,1,1,1,1
7042,7042,8264,169,1,0,6,12,0,25,3,1,1,1
7048,7048,8270,235,12,4,20,17,6,54,2,1,1,1
7055,7055,8277,76,8,0,6,5,0,16,1,1,1,1
7056,7056,8278,221,8,41,50,50,9,150,4,2,1,1.2
7072,7072,8294,155,13,20,25,26,4,76,3,2,1,1.25
7074,7074,8296,287,6,69,99,99,23,299,8.5,3,1,1.416666668
7081,7081,8303,116,12,110,128,128,14,384,8.5,2,1,1.230769231
7084,7084,8306,417,17,84,102,101,15,304,8,3,1,1.416666667
7088,7088,8310,239,20.5,50,64,63,10,190,8.5,1,1,1
7092,7092,8314,257,9,82,108,107,23,322,8,1,1,1
7099,7099,8321,208,13,0,2,3,0,8,1,1,1,1
7117,7117,8339,154,20.5,83,92,93,7,278,8.5,2,1,1.166666667
7118,7118,8340,170,16,83,117,118,23.5,353,8.5,2,1,1.090909091
7119,7119,8341,283,14,68,86,88,15,262,8.5,3,1,1.357142857
7129,7129,8351,252,8,45,55,53,8,161,3,1,1,1
7136,7136,8358,205,11,65,77,90,12,244,8,2,1,1.2
7137,7137,8359,232,16,77,85,86,8,256,8,2,1,1.2
7140,7140,8362,233,8,79,101,101,20,304,8.5,2,1,1.285714286
7141,7141,8363,155,20.5,22,31,30,8,91,1,1,1,1
7142,7142,8364,260,20.5,56,68,88,7,223,8.5,3,1,1.307692308
7143,7143,8365,209,12,97,118,117,19,352,8,1,1,1
7145,7145,8367,144,9,87,105,104,17,313,4,1,1,1
7148,7148,8370,186,9,67,74,74,5,222,8.5,3,1,1.272727273
7149,7149,8371,337,20.5,58,73,73,11,219,8.5,3,1,1.333333333
7154,7154,8376,334,13,46,53,69,1,170,8.5,2,1,1.1
7164,7164,8386,241,15,86,90,89,3,268,8,2,1,1.111111111
7170,7170,8392,359,20.5,51,58,58,6,174,7,2,1,1.125
7178,7178,8400,386,20,26,51,51,23.5,153,3,1,1,1
7179,7179,8401,178,16,93,97,97,4,291,7,1,1,1
7187,7187,8409,198,20,100,122,122,21,366,8.5,1,1,1
7190,7190,8412,295,16,55,65,65,8,195,7,3,1,1.416666668
7199,7199,8421,276,6,71,82,82,10,246,8,2,1,1.333333333
7200,7200,8422,224,6,50,55,55,5,165,4,3,1,1.416666668
7202,7202,8424,238,16,95,103,120,8,326,8.5,2,1,1.1
7204,7204,8426,142,14,41,56,55,11,166,7,2,1,1.125
7209,7209,8431,252,12,75,88,88,12,264,8.5,2,1,1.25
7210,7210,8432,307,12,69,81,79,8,239,8.5,2,1,1.1
7212,7212,8434,170,9,58,68,67,5,202,8.5,2,1,1.1
7218,7218,8440,169,7,98,122,122,21,366,8,3,1,1.416666668
7220,7220,8442,212,19,71,81,81,6,243,8.5,2,1,1.166666667
7221,7221,8443,137,20.5,48,66,66,14,198,7,2,1,1.363636364
7224,7224,8446,189,18,95,115,112,14,339,8.5,1,1,1
7227,7227,8449,254,7,106,119,125,13,363,8.5,2,1,1.230769231
7229,7229,8451,183,20.5,16,32,46,14,111,4,1,1,1
7245,7245,8467,133,9,74,79,79,4,237,6,2,1,1.25
7249,7249,8471,410,20.5,94,112,113,15,337,8.5,1,1,1
7250,7250,8472,213,20,110.5,133,134.5,18,399.5,8.5,3,1,1.416666668
7255,7255,8477,430,8,88,95,93,4,281,8,1,1,1
7264,7264,8486,229,20.5,28,40,40,11,120,3,1,1,1
7265,7265,8487,228,9,44,58,67,10,182,6,3,1,1.416666668
7266,7266,8488,305,10,59,71,70,10,211,6,2,1,1.142857143
7274,7274,8496,292,10,69,77,87,8,242,8.5,1,1,1
7275,7275,8497,223,18,92,97,97,5,291,7,1,1,1
7279,7279,8501,300,11,48,66,66,14,198,7,3,1,1.4
7283,7283,8505,248,20.5,61,71,71,6,213,8.5,2,1,1.1
7285,7285,8507,212,20.5,9,21,39,1,76,7,2,1,1.222222222
7291,7291,8513,142,19,53,71,72,15,216,8,3,1,1.363636364
7297,7297,8519,199,20,78,103,101,19,305,8.5,1,1,1
7298,7298,8520,174,11,40,52,52,11,156,6,2,1,1.142857143
7299,7299,8521,130,20.5,43,60,60,14,180,7,2,1,1.222222222
7306,7306,8528,154,16,51,64,64,12,192,7,2,1,1.3
7307,7307,8529,263,13,91,120,120,23.5,360,8,3,1,1.363636364
7310,7310,8532,220,19,22,49,48,20,146,6,1,1,1
7311,7311,8533,228,20.5,81,94,95,13,283,5,1,1,1
7312,7312,8534,233,19,76,79,78,1,235,8.5,1,1,1
7314,7314,8536,228,11,75,84,83,5,250,8.5,2,1,1.090909091
7315,7315,8537,246,13,29,42,42,13,126,2,1,1,1
7319,7319,8541,191,13,110.5,122,118,7,358,8.5,2,1,1.1
7321,7321,8543,194,14,49,51,61,2,163,5,2,1,1.285714286
7324,7324,8546,272,16,75,87,87,11,261,5,2,1,1.416666668
7328,7328,8550,286,20.5,26,32,42,4,104,2,1,1,1
7329,7329,8551,243,20,110.5,133,134.5,12,399.5,8.5,3.5,1,1.416666668
7335,7335,8557,351,20,58,65,64,2,193,8.5,2,1,1.1
7336,7336,8558,93,10,13,30,30,17,90,1,1,1,1
7338,7338,8560,267,20.5,90,116,116,19,348,8.5,3,1,1.416666668
7339,7339,8561,331,13,68,96,93,12,270,4,1,1,1
7340,7340,8562,253,15,54,66,66,10,199,7,2,1,1.3
7346,7346,8568,133,9,88,115,123,19,349,7,3,1,1.4
7348,7348,8570,245,15,77,88,88,7,264,8.5,2,1,1.166666667
7353,7353,8575,61,6,2,4,5,0,14,3,1,1,1
7358,7358,8580,182,20.5,61,80,90,13,248,7,2,1,1.125
7365,7365,8587,348,20.5,28,34,58,3,126,5,1,1,1
7372,7372,8594,273,20.5,64,82,90,10,252,8,2,1,1.2
7378,7378,8600,321,16,110.5,133,134.5,7,399.5,8.5,2,1,1.1
7381,7381,8603,189,5,46,59,59,13,177,5,2,1,1.166666667
7384,7384,8606,265,18,106,133,134.5,23.5,399.5,8,3,1,1.416666667
7385,7385,8607,259,9,93,104,105,7,314,8.5,3,1,1.416666668
7387,7387,8609,407,7,75,83,83,5,249,8.5,2,1,1.230769231
7389,7389,8611,430,18,2,3,3,0,9,2,2,1,1.333333333
7395,7395,8617,244,16,66,73,71,5,215,7,2,1,1.125
7399,7399,8621,323,15,95,103,101,6,305,6,1,1,1
7402,7402,8624,182,8,110.5,133,134.5,23.5,399.5,8.5,2,1,1.090909091
7410,7410,8632,172,20.5,101,113,125,11,351,8.5,1,1,1
7416,7416,8638,82,4,93,106,106,11,318,6,2,1,1.4
7417,7417,8639,278,11,45,54,55,9,164,4,1,1,1
7435,7435,8657,196,9,28,31,30,2,91,1,1,1,1
7439,7439,8661,300,20.5,96,118,113,13,344,8.5,1,1,1
7450,7450,8672,322,14,104,108,109,4,326,8.5,2,1,1.1
7452,7452,8674,353,9,110.5,133,134.5,17,399.5,8.5,3,1,1.333333333
7458,7458,8680,166,16,33,44,42,9,128,2,1,1,1
7463,7463,8685,212,14,68,75,76,2,226,8.5,3,1,1.307692308
7465,7465,8687,231,20,97,103,108,5,314,7,3,1,1.4
7466,7466,8688,265,8,72,89,89,16,267,8.5,2,1,1.357142857
7469,7469,8691,235,20.5,73,103,115,23.5,319,6,2,1,1.142857143
7471,7471,8693,198,11,19,30,30,11,90,1,1,1,1
7472,7472,8694,265,8,70,81,80,10,241,2,1,1,1
7479,7479,8701,179,9,101,114,113,12,340,8.5,2,1,1.285714286
7482,7482,8704,186,14,0,3,3,0,9,1,1,1,1
7483,7483,8705,202,20,2,11,12,7,35,2,1,1,1
7485,7485,8707,203,8,80,86,86,4,258,8.5,3.5,1,1.416666668
7486,7486,8708,174,20.5,39,57,57,18,171,6,1,1,1
7487,7487,8709,153,19,92,99,100,3,299,8.5,2,1,1.230769231
7489,7489,8711,178,20,0,3,3,0,9,1,1,1,1
7490,7490,8712,273,20.5,68,79,80,8,239,8.5,1,1,1
7495,7495,8717,324,9,56,58,58,2,174,7,2,1,1.125
7498,7498,8720,141,5,71,85,85,11,255,8.5,3,1,1.416666668
7499,7499,8721,339,17,48,53,53,4,159,6,2,1,1.25
7500,7500,8722,272,15,75,88,96,5,267,8.5,3,1,1.416666668
7502,7502,8724,430,5,79,88,89,7,265,8.5,3,1,1.357142857
7507,7507,8729,196,7,39,59,59,18,177,6,2,1,1.4
7511,7511,8733,167,15,68,84,84,16,253,7,2,1,1.222222222
7512,7512,8734,174,17,0,2,3,0,8,1,1,1,1
7515,7515,8737,184,15,84,117,117,23.5,351,8.5,3,1,1.25
7517,7517,8739,298,12,70,81,82,10,245,8.5,3.5,1,1.416666668
7519,7519,8741,149,16,45,56,56,7,167,5,1,1,1
7520,7520,8742,430,20.5,110.5,132,131,11,394,8.5,1,1,1
7524,7524,8746,314,15,38,45,45,7,135,4,1,1,1
7525,7525,8747,168,9,100,120,120,19,360,8,2,1,1.333333333
7535,7535,8757,162,20.5,110.5,128,128,12,384,8.5,3,1,1.416666668
7541,7541,8763,291,8,110,131,128,16,387,8.5,2,1,1.181818182
7543,7543,8765,382,20.5,20,30,30,10,90,1,1,1,1
7548,7548,8770,291,9,107,128,133,17,385,8.5,2,1,1.230769231
7555,7555,8777,398,12,80,91,86,6,263,7,2,1,1.222222222
7556,7556,8778,219,4,45,52,52,7,156,6,2,1,1.142857143
7558,7558,8780,193,20.5,63,75,75,11,225,8,2,1,1.2
7564,7564,8786,165,10,57,75,75,14,225,8.5,3,1,1.416666668
7565,7565,8787,173,18,29,32,32,3,96,3,1,1,1
7569,7569,8791,164,15,49,68,66,13,200,7,2,1,1.363636364
7571,7571,8793,205,18,34,43,43,8,129,3,1,1,1
7573,7573,8795,136,17,64,77,76,8,229,8.5,2,1,1.181818182
7574,7574,8796,242,20.5,110.5,116,126,4,358,8.5,2,1,1.090909091
7576,7576,8798,138,20.5,26,36,36,6,108,6,2,1,1.142857143
7577,7577,8799,100,17,30,49,50,17,148,7,2,1,1.222222222
7581,7581,8803,116,12,35,49,73,13,171,8.5,2,1,1.1
7586,7586,8808,334,16,75,95,95,14,285,8.5,2,1,1.307692308
7591,7591,8813,264,14,64,67,67,1,201,6,3,1,1.416666668
7593,7593,8815,138,20.5,44,62,62,15,186,5,1,1,1
7598,7598,8820,423,4,34,38,37,2,112,2,1,1,1
7604,7604,8826,285,8,34,37,37,2,111,2,1,1,1
7605,7605,8827,430,10,104,131,131,23.5,392,8.5,2,1,1.090909091
7608,7608,8830,430,20.5,54,59,59,3,177,7,2,1,1.125
7609,7609,8831,146,12,49,62,62,9,186,5,1,1,1
7610,7610,8832,206,20.5,73,96,91,16,278,7,1,1,1
7656,7656,8878,186,18,0,1,1,0,3,1,1,1,1
7657,7657,8879,236,20,0,3,3,0,9,3,1,1,1
7658,7658,8880,176,17,0,4,4,0,12,4,1,1,1
7663,7663,8885,127,14,0,3,3,0,9,3,1,1,1
7664,7664,8886,119,17,0,2,2,0,6,2,1,1,1
7665,7665,8887,174,14,70,71,71,0,213,4,1,1,1
7667,7667,8889,97,15,108,124,122,10,367,7,1,1,1
7669,7669,8891,232,14,0,1,1,0,3,1,1,1,1
7670,7670,8892,208,20,0,6,4,0,14,4,1,1,1
7671,7671,8893,136,13,0,1,1,0,3,1,1,1,1
7675,7675,8897,171,15,107,123,122,11,367,7,1,1,1
7676,7676,8898,145,15,30,37,37,3,112,4,1,1,1
7679,7679,8901,157,14,0,2,2,0,6,2,1,1,1
7681,7681,8903,139,17,0,5,4,0,13,4,1,1,1
7682,7682,8904,213,18,0,2,3,0,7,2,2,1,1.333333333
7683,7683,8905,252,17,25,40,40,8,120,7,1,1,1
7685,7685,8907,182,16,99,124,121,18,367,6,1,1,1
7690,7690,8912,197,16,0,3,3,0,9,3,1,1,1
7691,7691,8913,82,20.5,30,37,37,3,112,4,1,1,1
7692,7692,8914,126,15,110.5,122,122,2,366,7,1,1,1
7693,7693,8915,178,20.5,56,83,74,17,231,2,1,1,1
7695,7695,8917,209,17,0,2,2,0,6,2,1,1,1
7696,7696,8918,124,15,110.5,133,134.5,8,399.5,8,1,1,1
7697,7697,8919,159,17,0,3,3,0,8,3,1,1,1
7698,7698,8920,127,11,0,4,4,0,12,4,1,1,1
7700,7700,8922,198,15,21,44,41,11,126,8,1,1,1
7702,7702,8924,177,17,0,4,4,0,12,4,1,1,1
7703,7703,8925,168,15,95,133,134.5,23,399.5,6,1,1,1
7704,7704,8926,146,13,0,2,1,0,4,1,1,1,1
7705,7705,8927,167,15,0,1,1,0,3,1,1,1,1
7706,7706,8928,173,16,0,1,1,0,2,1,1,1,1
7708,7708,8930,109,15,0,2,2,0,6,2,1,1,1
7711,7711,8933,104,15,0,3,3,0,8,3,1,1,1
7717,7717,8939,189,15,69,74,73,1,220,6,1,1,1
7719,7719,8941,109,16,109,121,121,9,362,6,1,1,1
7720,7720,8942,221,15,25,44,44,15,132,4,1,1,1
7721,7721,8943,141,14,0,2,1,0,4,1,1,1,1
7722,7722,8944,122,14,25,39,37,7,115,4,1,1,1
7725,7725,8947,200,16,0,3,3,0,9,3,1,1,1
7726,7726,8948,139,16,0,3,3,0,9,3,1,1,1
7727,7727,8949,140,16,0,4,5,0,11,5,1,1,1
7729,7729,8951,153,15,0,1,1,0,3,1,1,1,1
7730,7730,8952,138,14,0,3,3,0,9,3,1,1,1
7731,7731,8953,103,11,94,125,119,23,363,4,1,1,1
7732,7732,8954,306,18,110.5,133,134.5,8,399.5,8,2,1,1.111111111
7741,7741,8963,172,15,14,25,23,6,71,2,1,1,1
7742,7742,8964,215,18,32,49,49,10,149,7,2,1,1.222222222
7743,7743,8965,118,17,0,3,3,0,9,3,1,1,1
7744,7744,8966,130,20.5,103,121,118,15,357,3,1,1,1
7745,7745,8967,181,15,0,1,1,0,3,1,1,1,1
7748,7748,8970,132,16,21,35,33,6,102,7,1,1,1
7749,7749,8971,120,14,0,3,3,0,8,3,1,1,1
7751,7751,8973,166,16,0,3,3,0,9,3,1,1,1
7755,7755,8977,148,14,69,99,96,23,291,3,1,1,1
7757,7757,8979,277,16,25,38,33,3,107,7,1,1,1
7758,7758,8980,152,15,23,39,38,11,116,5,1,1,1
7759,7759,8981,131,13,110.5,133,134.5,9,399.5,8,1,1,1
7760,7760,8982,145,15,0,1,1,0,3,1,1,1,1
7761,7761,8983,150,18,0,2,2,0,6,2,1,1,1
7762,7762,8984,77,13,0,1,1,0,2,1,1,1,1
7763,7763,8985,132,15,0,4,4,0,12,4,1,1,1
7768,7768,8990,113,14,0,1,1,0,3,1,1,1,1
7769,7769,8991,263,20.5,95,130,118,22,366,3,1,1,1
7771,7771,8993,97,13,67,74,74,3,220,7,1,1,1
7772,7772,8994,235,16,0,4,4,0,12,4,1,1,1
7775,7775,8997,156,14,0,5,4,0,13,4,1,1,1
7778,7778,9000,105,12,0,2,2,0,6,2,1,1,1
7779,7779,9001,78,12,0,1,1,0,3,1,1,1,1
7785,7785,9007,156,20.5,102,126,118,16,362,3,1,1,1
7786,7786,9008,162,15,0,2,2,0,6,2,1,1,1
7787,7787,9009,113,18,109,133,134.5,23.5,399.5,6,1,1,1
7792,7792,9014,138,15,0,3,3,0,8,3,1,1,1
7793,7793,9015,221,15,0,2,2,0,6,2,1,1,1
7801,7801,9023,222,20.5,4,19,15,1,48,4,1,1,1
7807,7807,9029,188,12,0,4,4,0,12,4,1,1,1
7808,7808,9030,211,14,0,1,1,0,3,1,1,1,1
7809,7809,9031,175,14,0,4,4,0,10,4,1,1,1
7813,7813,9035,185,10,32,41,40,8,121,1,1,1,1
7820,7820,9042,72,6,28,40,40,12,120,1,1,1,1
7821,7821,9043,181,13,98,100,100,2,300,4,1,1,1
7826,7826,9048,100,12,69,70,70,1,210,3,1,1,1
7839,7839,9061,102,16,100,100,100,0,300,4,1,1,1
7860,7860,9082,214,11,98,120,120,22,360,5,1,1,1
7870,7870,9092,292,10,26,41,38,12,117,1,1,1,1
7877,7877,9099,266,20.5,59,68,68,8,204,2,1,1,1
7880,7880,9102,135,20.5,67,73,68,1,209,2,1,1,1
7881,7881,9103,248,20.5,30,32,30,0,92,1,1,1,1
7883,7883,9105,163,20.5,27,32,30,3,92,1,1,1,1
7884,7884,9106,277,17,66,71,68,2,207,2,1,1,1
7888,7888,9110,85,19,70,83,80,9,243,8.5,1,1,1
7890,7890,9112,219,16,65,70,68,2,206,2,1,1,1
7902,7902,9124,192,20.5,0,5,9,0,14,1,1,1,1
7907,7907,9129,87,20.5,25,38,38,13,114,1,1,1,1
7908,7908,9130,214,15,80,98,98,17,294,2,2,1,1.333333333
7930,7930,9153,133,18,25,32,30,4,92,1,1,1,1
7931,7931,9154,158,20.5,24,37,37,9,112,4,1,1,1
7934,7934,9157,142,16,36,51,48,12,147,2,2,1,1.333333333
7937,7937,9160,235,20,28,33,30,2,93,1,1,1,1
7939,7939,9162,194,16,50,69,68,17,205,2,1,1,1
7940,7940,9163,224,17,25,38,38,13,114,1,1,1,1
7944,7944,9167,430,20,52,70,68,16,206,2,1,1,1
7948,7948,9171,228,19,26,30,30,4,90,1,1,1,1
7949,7949,9172,196,20,5,9,9,4,27,1,1,1,1
7951,7951,9174,154,20.5,25,38,38,13,114,1,1,1,1
7952,7952,9175,275,20.5,59,69,68,9,205,2,1,1,1
7953,7953,9176,146,20.5,58,62,60,2,182,1,2,1,1.416666668
7956,7956,9179,168,20.5,68,70,68,0,206,2,1,1,1
7957,7957,9180,203,20.5,68,72,68,0,208,2,1,1,1
7964,7964,9187,133,19,30,41,30,0,101,1,1,1,1
7968,7968,9191,186,20.5,30,33,30,0,93,1,1,1,1
7969,7969,9192,135,18,30,44,30,0,104,1,1,1,1
7976,7976,9199,61,16,6,9,9,3,27,1,1,1,1
7978,7978,9201,108,20.5,30,31,30,0,91,1,1,1,1
7985,7985,9208,61,10,30,31,30,0,91,1,1,1,1
7988,7988,9211,231,20.5,89,107,98,9,303,2,2,1,1.333333333
7996,7996,9219,184,16,29,31,30,1,91,1,1,1,1
8004,8004,9227,137,20.5,30,36,30,0,96,1,1,1,1
8018,8018,9241,226,19,63,87,68,5,223,2,1,1,1
8019,8019,9242,138,20.5,30,31,30,0,91,1,1,1,1
8021,8021,9244,197,16,110.5,133,134.5,22,399.5,6,2,1,1.142857143
8022,8022,9245,136,20.5,57,75,70,13,215,2,1,1,1
8027,8027,9250,243,20.5,35,46,46,7,140,5,1,1,1
8032,8032,9255,165,20.5,38,40,39,1,118,2,1,1,1
8035,8035,9258,235,19,4,9,9,5,27,1,1,1,1
8037,8037,9260,172,20.5,56,78,86,21,241,3,2,1,1.25
8049,8049,9272,114,18,91,116,114,22,349,8.5,3,1,1.416666668
8050,8050,9273,151,16,93,106,104,10,319,8.5,2,1,1.4
8051,8051,9274,144,17,54,61,61,6,192,8.5,1,1,1
8052,8052,9275,116,17,90,111,109,18,334,8.5,2,1,1.4
8053,8053,9276,271,18,77,87,84,6,255,8.5,2,1,1.307692308
8054,8054,9277,116,14,63,81,81,17,248,8.5,2,1,1.181818182
8055,8055,9278,118,10,30,46,46,15,138,7,1,1,1
8056,8056,9279,101,16,98,116,114,15,344,8.5,2,1,1.416666668
8057,8057,9280,150,19,78,96,94,15,284,8.5,2,1,1.357142857
8058,8058,9281,110,14,80,102,109,23.5,325,8.5,2,1,1.416666668
8059,8059,9282,118,15,88,105,104,15,318,8.5,2,1,1.357142857
8060,8060,9283,152,18,83,90,89,5,268,8.5,2,1,1.307692308
8061,8061,9284,233,20.5,59,76,77,17,231,8.5,3,1,1.333333333
8062,8062,9285,194,14,97,125,121,21,366,8.5,3,1,1.416666668
8063,8063,9286,175,11,61,76,89,19,264,8.5,2,1,1.307692308
8064,8064,9287,138,20.5,88,107,104,15,320,8.5,2,1,1.333333333
8065,8065,9288,126,19,81,98,97,14,301,8.5,2,1,1.4
8066,8066,9289,357,13,66,62,76,9,238,8.5,2,1,1.181818182
8067,8067,9290,153,13,105,120,119,13,361,8.5,3,1,1.416666668
8068,8068,9291,147,12,65,78,76,10,232,8.5,2,1,1.181818182
8069,8069,9292,187,16,81,81,86,3,258,8.5,2,1,1.25
8070,8070,9293,105,11,48,69,81,13,223,7,3,1,1.416666668
8071,8071,9294,118,14,75,82,79,3,240,8.5,2,1,1.25
8072,8072,9295,154,18,79,91,92,9,281,8.5,2,1,1.357142857
8073,8073,9296,124,14,60,66,66,5,198,8.5,2,1,1.1
8074,8074,9297,166,13,73,87,88,14,264,8,2,1,1.333333333
8075,8075,9298,66,13,70,74,74,3,222,8.5,2,1,1.25
8076,8076,9299,171,16,75,81,81,5,248,8.5,2,1,1.181818182
8077,8077,9300,187,10,46,49,48,1,145,7,1,1,1
8078,8078,9301,399,14,52,57,56,3,174,8,2,1,1.111111111
8079,8079,9302,173,20.5,73,90,89,14,272,8.5,2,1,1.307692308
8087,8087,9310,150,18,37,40,40,3,120,1,1,1,1
8089,8089,9312,136,15,37,41,40,3,121,1,1,1,1
8091,8091,9314,226,14,35,42,40,5,122,1,1,1,1
8094,8094,9317,157,15,39,40,40,1,120,1,1,1,1
8102,8102,9325,210,16,16,32,36,4,94,5,2,1,1.285714286
8114,8114,9337,206,13,33,42,42,6,127,6,2,1,1.142857143
8117,8117,9340,178,8,33,50,50,17,150,2,1,1,1
8123,8123,9346,162,10,28,32,31,2,96,5,1,1,1
8124,8124,9347,283,8,28,30,31,2,94,5,1,1,1
8125,8125,9348,84,7,23,32,32,4,97,6,1,1,1
8128,8128,9351,171,10,23,30,31,7,94,5,1,1,1
8129,8129,9352,121,14,38,52,50,12,152,2,1,1,1
8130,8130,9353,191,8,39,50,50,11,150,2,1,1,1
8132,8132,9355,148,8,35,45,43,5,133,6,2,1,1.25
8133,8133,9356,138,20,37,52,50,13,152,2,1,1,1
8135,8135,9358,224,10,37,50,50,13,150,2,1,1,1
8140,8140,9363,140,7,22,34,32,5,98,6,1,1,1
8143,8143,9366,102,6,39,55,50,11,155,2,1,1,1
8144,8144,9367,130,11,27,31,31,3,96,5,1,1,1
8145,8145,9368,148,16,42,60,50,8,160,2,1,1,1
8151,8151,9374,101,9,26,31,32,4,97,6,1,1,1
8166,8166,9389,71,6,37,50,50,13,150,2,1,1,1
8169,8169,9392,125,13,38,50,50,12,150,2,1,1,1
8170,8170,9393,168,8,33,47,47,9,142,6,2,1,1.142857143
8171,8171,9394,142,7,23,30,31,7,95,5,1,1,1
8172,8172,9395,152,15,57,66,71,9,209,5,3,1,1.416666668
8176,8176,9399,350,20,27,30,31,3,94,5,1,1,1
8177,8177,9400,84,8,36,40,43,4,130,6,2,1,1.25
8178,8178,9401,112,10,34,40,41,6,125,5,2,1,1.166666667
8180,8180,9403,125,11,28,32,33,2,98,6,2,1,1.142857143
8195,8195,9418,105,10,70,70,70,0,210,3,1,1,1
8198,8198,9421,179,15,71,71,90,0,251,4,1,1,1
8225,8225,9448,107,12,1,3,3,2,9,1,1,1,1
8228,8228,9451,135,12,3,3,3,0,9,1,1,1,1
8251,8251,9474,60,4,20,27,25,4,79,1,1,1,1
8265,8265,9488,103,5,48,53,50,1,153,1,2,1,1.416666668
8267,8267,9490,62,3,26,40,40,6,121,4,2,1,1.2
8271,8271,9494,67,4,23,25,25,1,75,1,1,1,1
8287,8287,9510,119,6,22,26,25,2,77,1,1,1,1
8306,8306,9529,194,5,29,38,37,5,112,4,1,1,1
8312,8312,9535,40,6,0,3,3,0,9,1,1,1,1
8313,8313,9536,128,4,0,3,3,0,9,1,1,1,1
8314,8314,9537,103,1,0,3,3,0,9,1,1,1,1
8315,8315,9538,111,9,0,3,3,0,9,1,1,1,1
8316,8316,9539,95,9,0,3,3,0,9,1,1,1,1
8317,8317,9540,73,7,0,3,3,0,9,1,1,1,1
8318,8318,9541,33,4,0,3,3,0,9,1,1,1,1
8319,8319,9542,77,5,0,3,3,0,9,1,1,1,1
8320,8320,9543,59,2,0,3,3,0,9,1,1,1,1
8321,8321,9544,24,3,0,3,3,0,9,1,1,1,1
8322,8322,9545,99,8,0,3,3,0,9,1,1,1,1
8323,8323,9546,62,4,0,3,3,0,9,1,1,1,1
8324,8324,9547,68,6,0,3,3,0,9,1,1,1,1
8325,8325,9548,83,3,0,4,3,0,10,1,1,1,1
8326,8326,9549,42,3,0,6,6,0,18,1,2,1,1.416666668
8328,8328,9551,68,8,0,3,3,0,9,1,1,1,1
8329,8329,9552,96,3,0,3,3,0,9,1,1,1,1
8330,8330,9553,35,2,0,3,3,0,9,1,1,1,1
8331,8331,9554,29,5,0,3,3,0,9,1,1,1,1
8332,8332,9555,128,9,0,3,3,0,9,1,1,1,1
8333,8333,9556,30,3,0,3,3,0,9,1,1,1,1
8334,8334,9557,51,1,0,3,3,0,9,1,1,1,1
8335,8335,9558,71,3,0,3,3,0,9,1,1,1,1
8336,8336,9559,36,5,0,3,3,0,9,1,1,1,1
8337,8337,9560,53,3,0,2,3,0,8,1,1,1,1
8338,8338,9561,88,7,0,3,3,0,9,1,1,1,1
8339,8339,9562,50,2,0,3,3,0,9,1,1,1,1
8340,8340,9563,85,1,0,6,6,0,18,1,2,1,1.416666668
8341,8341,9564,33,5,0,3,3,0,9,1,1,1,1
8342,8342,9565,81,2,0,3,3,0,9,1,1,1,1
8343,8343,9566,64,5,0,4,3,0,10,1,1,1,1
8344,8344,9567,133,3,0,3,3,0,9,1,1,1,1
8345,8345,9568,27,1,0,3,3,0,9,1,1,1,1
8346,8346,9569,29,4,0,3,3,0,9,1,1,1,1
8347,8347,9570,50,2,0,3,3,0,9,1,1,1,1
8348,8348,9571,123,4,0,6,6,0,18,1,2,1,1.416666668
8353,8353,9576,62,2,69,71,70,1,211,3,1,1,1
8356,8356,9579,79,1,27,33,34,3,105,6,2,1,1.25
8360,8360,9583,71,3,46,51,50,3,151,1,2,1,1.416666668
8370,8370,9593,137,3,50,66,65,14,196,1,1,1,1
8379,8379,9602,133,5,35,71,70,23.5,211,2,1,1,1
8381,8381,9604,131,3,10,22,21,3,61,4,1,1,1
8384,8384,9607,107,5,1,7,22,1,36,4,1,1,1
8385,8385,9608,56,6,18,21,20,2,61,1,1,1,1
8386,8386,9609,64,4,0,3,3,0,9,1,1,1,1
8388,8388,9611,61,4,0,3,3,0,9,1,1,1,1
